Freebase_ID	Year_of_Birth	Name	Place_of_Birth
#9202a8c04000641f80000000057051c0	1828-09-28	Antoinette de Mérode-Westerloo	Brussels
#9202a8c04000641f800000000012c353	1848-11-13	Albert I, Prince of Monaco	Paris
#9202a8c04000641f8000000014a1aad1	1245	Beatrice Andeville	
#9202a8c04000641f800000001269bdab	1998-12-23	Victor Caspar Léonce Graf Lambsdorff	Bonn
#9202a8c04000641f800000001269bdb3	1997-07-03	Helena Virgina Gräfin Lambsdorff	Bonn
#9202a8c04000641f800000001269f039	1970-11-25	Albrecht von Harnier	Bonn
#9202a8c04000641f800000001269f3f0	2001-11-10	Friedrich Louis Konstantin von Harnier	Frankfurt
#9202a8c04000641f800000001269f3fa	2003-02-23	Philippa von Harnier	Frankfurt
#9202a8c04000641f800000001269ece0	1964-05-07	Rüdiger Mackenthun	Hanover
#9202a8c04000641f800000001269fa31	2001-09-17	Elisabeth von Mackenthun	
#9202a8c04000641f800000001269fa3a	2002-05-08	Georg Reinhard Werner von Mackenthun	Buenos Aires
#9202a8c04000641f800000001269fa43	2000-07-22	Viktoria Alexandra Alicia von Mackenthun	
#9202a8c04000641f8000000000d86e19	1867-03-14	Henry Cubitt, 2nd Baron Ashcombe	
#9202a8c04000641f80000000126ad75f	1927-05-07	Hon. Jeremy John Cubitt	
#9202a8c04000641f80000000009cb91e	1868-04-29	Alice Keppel	Glasgow
#9202a8c04000641f8000000005629c81	1865-10-14	George Keppel	
#9202a8c04000641f80000000005538b3	1879-06-23	William Berry, 1st Viscount Camrose	
#9202a8c04000641f8000000006b2fe63	1877-09-17	Henry Berry, 1st Baron Buckland	
#9202a8c04000641f8000000012cd366e		Mary Lillian Holmes	
#9202a8c04000641f8000000000112da3	1925-02-12	Anthony Berry	Eton
#9202a8c04000641f800000000097722e	1905-09-16	Margaret Alexander, Countess Alexander of Tunis	
#9202a8c04000641f80000000055a9b45	1935-06-30	Shane Alexander, 2nd Earl Alexander of Tunis	
#9202a8c04000641f80000000126b0f1a		Lady Catherine Yorke	
#9202a8c04000641f8000000004601677	1777-12-14	Du Pre Alexander, 2nd Earl of Caledon	
#9202a8c04000641f8000000010048dba	1633	Charles Eugene, 2nd Duke of Arenberg	
#9202a8c04000641f800000000bee167e	1750-08-03	Louis Engelbert, 6th Duke of Arenberg	Brussels
#9202a8c04000641f8000000017e5ad22	1943-06-23	Princess Maria Isabella of Savoy-Genoa	Rome
#9202a8c04000641f8000000009d49676	1925-01-10	Chantal de Chevron-Villette	Le Cannet-des-Maures
#9202a8c04000641f80000000047814d0	1963-02-24	Prince Carlo, Duke of Castro	Saint-Raphaël
#9202a8c04000641f800000001dddfa64	1829	Bohuslav, Count Chotek of Chotkow and Wognin	Prague
#9202a8c04000641f800000002064e3dd		Friedrich von Nostitz	
#9202a8c04000641f80000000047be8eb	1929	Georg, Duke of Hohenberg	
#9202a8c04000641f80000000047be754	1927	Franz, Duke of Hohenberg	
#9202a8c04000641f800000002064f519		Therese Wood	
#9202a8c04000641f8000000007662854	1920-08-15	Prince Konstantin of Bavaria	Munich
#9202a8c04000641f800000000b533573	1943-04-14	Prince Ferfried of Hohenzollern	Freiburg
#9202a8c04000641f80000000046c3111	1924-02-03	Friedrich Wilhelm, Prince of Hohenzollern	Umkirch
#9202a8c04000641f800000000963b9ff	1932-07-31	Prince Johann Georg of Hohenzollern	Schloss Sigmaringen
#9202a8c04000641f80000000137d3702	1941-05-23	Archduchess Valerie of Austria	Vienna
#9202a8c04000641f80000000137d03db	1928-12-14	Archduchess Agnes Christina of Austria	Burg Persenbeug
#9202a8c04000641f800000000c417087	1932-08-15	Archduke Stefan of Austria	Mödling
#9202a8c04000641f800000002068e540		Countess Maria Luigia Alliaga Gandolfi	
#9202a8c04000641f8000000007b8091f	1925-07-16	Prince Eugen of Bavaria	Munich
#9202a8c04000641f800000002064d7fb		Reginald Kazanjian	
#9202a8c04000641f8000000020648da0		María del Carmen Harto y Montealegre	
#9202a8c04000641f8000000020644209		María de las Mercedes Licer y García	
#9202a8c04000641f8000000020650d60		Emmanuella Maria Pratolongo	
#9202a8c04000641f8000000006bac20a	1951-02-26	María del Carmen Martínez-Bordiú y Franco	Madrid
#9202a8c04000641f80000000001b86cf	1974-04-25	Louis Alphonse, Duke of Anjou	Madrid
#9202a8c04000641f800000001e83a289	1972-11-22	Francisco de Asís, Duke of Bourbon	Madrid
#9202a8c04000641f80000000190274ab	1852-01-19	Azevedo Gomes	Lajes do Pico
#9202a8c04000641f8000000006c1bedb	1925-01-06	Regina, Crown Princess of Austria	Würzburg
#9202a8c04000641f8000000005c4e906	1956-10-14	Gabriela von Habsburg	Luxembourg
#9202a8c04000641f800000000067ad26	1961-01-11	Archduke Karl of Austria	Starnberg
#9202a8c04000641f8000000000e9df7c	1953-05-30	Archduchess Andrea of Austria-Hungary	Würzburg
#9202a8c04000641f8000000000e9e088	1954-09-13	Archduchess Monika of Austria-Hungary	Würzburg
#9202a8c04000641f8000000000e9e2bb	1958-10-05	Archduchess Walburga of Austria-Hungary	Berg
#9202a8c04000641f8000000000e9e379	1954-09-13	Archduchess Michaela of Austria-Hungary	Würzburg
#9202a8c04000641f8000000000f2771a	1964-12-16	Archduke Georg of Austria-Hungary	Starnberg
#9202a8c04000641f800000001750ca71	1923-05-06	Archduchess Yolande of Austria	Madrid
#9202a8c04000641f800000000a20dd7b	1954-08-26	Archduke Carl Christian of Austria	Beloeil
#9202a8c04000641f80000000047d4b62	1899	Duke Georg of Mecklenburg	Oranienbaum, Russia
#9202a8c04000641f80000000046dcdc1	1925-03-08	Antoine, 13th Prince of Ligne	Brussels
#9202a8c04000641f800000002066eff0		Joan Douglas Dillon	
#9202a8c04000641f80000000000c6bd9	1939-08-05	Princess Irene of the Netherlands	Soestdijk Palace
#9202a8c04000641f8000000000ee2f76	1972-10-13	Princess Margarita of Bourbon-Parma, Countess of Colorno	Nijmegen
#9202a8c04000641f8000000008d21cfd	1974-06-23	Princess Carolina, Marchioness of Sala	Nijmegen
#9202a8c04000641f8000000008d225b7	1972-10-13	Prince Jaime, Count of Bardi	Nijmegen
#9202a8c04000641f8000000008d09ed7	1970-01-27	Carlos, Duke of Parma	Nijmegen
#9202a8c04000641f80000000090b52b8		Prince Luigi of Bourbon-Parma	
#9202a8c04000641f8000000020668a24		Giorgio Carlo Calvi	
#9202a8c04000641f8000000000b7ab13	1820	Mirko Petrović-Njegoš	
#9202a8c04000641f8000000000bf6982	1908-09-14	Prince Michael of Montenegro	Podgorica
#9202a8c04000641f800000000043dbd2	1864-12-23	Zorka of Montenegro	Cetinje
#9202a8c04000641f80000000055b1293	1879-04-17	Mirko, Prince of Montenegro	Cetinje
#9202a8c04000641f800000001c545709	1889-10-10	Prince Peter of Montenegro	Cetinje
#9202a8c04000641f8000000019806d4d	1881-04-22	Princess Xenia of Montenegro	Cetinje
#9202a8c04000641f8000000019808af5	1874-08-18	Princess Anna of Montenegro	Cetinje
#9202a8c04000641f8000000018c48c89	1926-10-18	Emich, 7th Prince of Leiningen	Coburg
#9202a8c04000641f800000000a8f8175	1932	Princess Margarita of Leiningen	Coburg
#9202a8c04000641f8000000012e90d2f		Princess Mathilde Sophie of Oettingen-Oettingen and Oettingen-Spielberg	Oettingen in Bayern
#9202a8c04000641f8000000012e31541	1843	Prince Paul of Thurn and Taxis	Regensburg
#9202a8c04000641f8000000014aceaaf		Prince Gustav of Thurn and Taxis	Regensburg
#9202a8c04000641f80000000205892a5		Baroness Gabrielle of Fürstenberg	
#9202a8c04000641f800000000aa16940	1964-09-10	Princess Gisela of Bavaria	Starnberg
#9202a8c04000641f80000000046dd2ff	1988	Prince Georg Philipp of Saxe-Gessaphe	
#9202a8c04000641f800000000db0eb92	1929-02-04	Joachim, Count of Schönburg-Glauchau	Glauchau
#9202a8c04000641f8000000020658fb6		Alice Wagner	
#9202a8c04000641f800000002066dda1		Georg Larisch	
#9202a8c04000641f80000000206758b2		Otto Brucks	
#9202a8c04000641f80000000005fd8af	1963-04-07	Jaime de Marichalar, Duke of Lugo	Pamplona
#9202a8c04000641f80000000005ab5f3	1998-07-17	Felipe Juan Froilán de Marichalar y Borbón	Madrid
#9202a8c04000641f80000000005c03f9	2000-09-09	Victoria Federica de Marichalar y Borbón	Madrid
#9202a8c04000641f8000000000183376	1968-01-15	Iñaki Urdangarin, Duke of Palma de Mallorca	Zumárraga
#9202a8c04000641f800000000076d224	2005-06-05	Irene Urdangarín y de Borbón	Barcelona
#9202a8c04000641f80000000008ade64	1999-09-29	Juan Valentín Urdangarín y de Borbón	Barcelona
#9202a8c04000641f80000000008ade9d	2000-12-06	Pablo Nicolás Urdangarín y de Borbón	Barcelona
#9202a8c04000641f80000000008adeb4	2002-04-30	Miguel Urdangarín y de Borbón	Barcelona
#9202a8c04000641f8000000000290291	1972-09-15	Letizia, Princess of Asturias	Oviedo
#9202a8c04000641f80000000056dcadf	2007-04-29	Infanta Sofía of Spain	Madrid
#9202a8c04000641f800000000089cf90	2005-10-31	Infanta Leonor of Spain	Madrid
#9202a8c04000641f800000001eec3671		Carlos Zurita y González-Vitalte	
#9202a8c04000641f800000001eec3677		María del Carmen Delgado y Fernández de Santaella	
#9202a8c04000641f8000000020683510		Thomas Anson, 4th Earl of Lichfield	
#9202a8c04000641f800000000015f00f	1939-04-25	Patrick Anson, 5th Earl of Lichfield	
#9202a8c04000641f8000000000983985	1960	Radu, Prince of Hohenzollern-Veringen	Iași
#9202a8c04000641f80000000046f262f	1942	Robin Medforth-Mills	
#9202a8c04000641f800000002066eee2		Alexander Philips Nixon McAteer	
#9202a8c04000641f8000000000cd0b2f	1985-04-01	Prince Nicholas of Romania	Meyrin
#9202a8c04000641f800000002066310a		Kazimierz Wiesław Mystkowski	
#9202a8c04000641f800000002064ef87		John Kreuger	
#9202a8c04000641f800000002066ac5b		Alain Michel Léonce Biarneix	
#9202a8c04000641f800000000014a077	1811-10-21	Charles Auguste Louis Joseph, duc de Morny	
#9202a8c04000641f800000000459870c		Joseph-Gaspard de Tascher	
#9202a8c04000641f8000000004598713		Rose-Claire des Vergers de Sanois	
#9202a8c04000641f8000000008bc02d2	1756-08-12	Francis VI of Beauharnais	La Rochelle
#9202a8c04000641f8000000008bc314a	1714	Francis V of Beauharnais	La Rochelle
#9202a8c04000641f80000000081375d0	1830-04-24	Princess Eugenie of Sweden	Stockholm Palace
#9202a8c04000641f80000000047637c8	1831-08-24	Prince August, Duke of Dalarna	Drottningholm Palace
#9202a8c04000641f8000000000cd4810	1827-06-18	Prince Gustaf, Duke of Uppland	Haga Palace
#9202a8c04000641f8000000008bcb6cb	1801-02-16	Constantine, Prince of Hohenzollern-Hechingen	Schloss Sagan
#9202a8c04000641f800000001e3d0d85		Anna Reuss of Köstritz	Dresden
#9202a8c04000641f800000000011d7fb	1944-04-29	Princess Benedikte of Denmark	Copenhagen
#9202a8c04000641f800000000011df56	1946-08-30	Queen Anne-Marie of Greece	Copenhagen
#9202a8c04000641f8000000000070a3a	1940-04-16	Margrethe II of Denmark	Amalienborg Palace
#9202a8c04000641f80000000006b2613	1935-05-08	Princess Elisabeth of Denmark	Copenhagen
#9202a8c04000641f8000000005bf3615	1942-10-22	Count Christian of Rosenborg	Copenhagen
#9202a8c04000641f8000000005bf31c9	1940-02-17	Count Ingolf of Rosenborg	Copenhagen
#9202a8c04000641f800000001312f99a	1920-01-31	Karin, Hereditary Grand Duchess of Mecklenburg-Schwerin	Wrocław
#9202a8c04000641f8000000013139806	1920-08-02	Princess Barbara of Prussia	Weimar Republic
#9202a8c04000641f800000000db4419d	1956	Duchess Donata of Mecklenburg	Kiel
#9202a8c04000641f800000001e868176	1960-09-25	Duchess Edwina of Mecklenburg-Schwerin	
#9202a8c04000641f80000000056cfdbd	1946-03-14	Prince Christian-Sigismund of Prussia	
#9202a8c04000641f800000000050bb32	1943-06-27	Princess Kira of Prussia	Kadyny
#9202a8c04000641f8000000000910c04	1944-08-25	Prince Louis Ferdinand of Prussia	Myślibórz
#9202a8c04000641f8000000004614bb5	1942-05-28	Princess Marie Cécile of Prussia	
#9202a8c04000641f8000000018ec617b		Lady Brigid Guinness	London
#9202a8c04000641f80000000008253b9	1955-04-28	Princess Antonia, Marchioness of Douro	London
#9202a8c04000641f800000001535626c	1907	Dorothea von Salviati	
#9202a8c04000641f800000000f135aaa	1934	Princess Felicitas of Prussia	Bonn
#9202a8c04000641f800000001c5b8b90	1920-08-20	Princess Magdalena Reuss of Köstritz	Leipzig
#9202a8c04000641f800000002058a10f		Baroness Maria von Humboldt-Dachroeden	
#9202a8c04000641f800000001c5bd334		Anastasia, Princess of Löwenstein-Wertheim-Rosenberg	Brzeg
#9202a8c04000641f8000000000642d7d	1811-02-19	William Hamilton, 11th Duke of Hamilton	London
#9202a8c04000641f8000000000817404	1845-03-12	William Douglas-Hamilton, 12th Duke of Hamilton	London
#9202a8c04000641f80000000001fb35b	1850-12-11	Mary Victoria Douglas-Hamilton	London
#9202a8c04000641f8000000008bb5a6b	1737-10-04	Fanny de Beauharnais	Paris
#9202a8c04000641f8000000008bb53f9	1717	Claude de Beauharnais	
#9202a8c04000641f800000001cd7ee4a	1739	Charles Frederick, Prince of Hohenzollern-Sigmaringen	Sigmaringen
#9202a8c04000641f8000000006c47a4e	1709	Philip Joseph, Prince of Salm-Kyrburg	
#9202a8c04000641f8000000005c1dc8a	1884-08-12	Fulco Ruffo di Calabria	Naples
#9202a8c04000641f80000000001b1e5b	1973-01-20	Princess Mathilde, Duchess of Brabant	Uccle
#9202a8c04000641f80000000005d4251	2003	Prince Gabriel of Belgium	Anderlecht
#9202a8c04000641f80000000005d42bd	2001-10-25	Princess Elisabeth of Belgium	Anderlecht
#9202a8c04000641f800000000082c2a0	2005	Prince Emmanuel of Belgium	Anderlecht
#9202a8c04000641f800000000811a89b	2008-04-16	Princess Eléonore of Belgium	Anderlecht
#9202a8c04000641f8000000000166915	1974-01-18	Princess Claire of Belgium	Bath
#9202a8c04000641f80000000005c8c60	2004-02-06	Princess Louise of Belgium	
#9202a8c04000641f800000000095865b	2005-12-13	Prince Nicolas of Belgium	
#9202a8c04000641f80000000009586e3	2005	Prince Aymeric of Belgium	
#9202a8c04000641f80000000006b0cf9	1941-08-28	Sybille de Selys Longchamps	Uccle
#9202a8c04000641f80000000008ef29d	1956-03-22	Maria Teresa, Grand Duchess of Luxembourg	Havana
#9202a8c04000641f8000000000434d4a	1984-06-03	Prince Félix of Luxembourg	Luxembourg
#9202a8c04000641f8000000000434d78	1986-08-03	Prince Louis of Luxembourg	Luxembourg
#9202a8c04000641f8000000000601472	1991-02-16	Princess Alexandra of Luxembourg	Luxembourg
#9202a8c04000641f800000000072fdf5	1992-04-16	Prince Sébastien of Luxembourg	Luxembourg
#9202a8c04000641f8000000000248c35	1981-11-11	Guillaume, Hereditary Grand Duke of Luxembourg	Luxembourg
#9202a8c04000641f80000000206463a3		Diane De Guerre	
#9202a8c04000641f8000000020655d2a		Hélène Suzanna Vestur	
#9202a8c04000641f8000000000919b4f	1986-12-08	Princess Marie-Gabrielle of Nassau	Paris
#9202a8c04000641f800000000092fc65	1947-10-24	Prince Nikolaus of Liechtenstein	
#9202a8c04000641f8000000000a3b607	1968-06-12	Princess Sibilla of Luxembourg	Neuilly-sur-Seine
#9202a8c04000641f800000002067b191		Robert Bichara	
#9202a8c04000641f80000000001a2a17	1969	Clotilde, Princess of Venice and Piedmont	Hauts-de-Seine
#9202a8c04000641f8000000000c6c692	2003-12-29	Princess Vittoria of Savoy	Geneva
#9202a8c04000641f8000000000e496bd	2006-08-16	Princess Luisa of Savoy	Geneva
#9202a8c04000641f80000000003ee351	1924-08-13	Prince Alexander of Yugoslavia	
#9202a8c04000641f80000000009ad90a	1607-05	Robert Greville, 2nd Baron Brooke	
#9202a8c04000641f8000000006c0626d	1853-02-09	Francis Greville, 5th Earl of Warwick	
#9202a8c04000641f8000000000923ed6	1840-08-03	John Bigham, 1st Viscount Mersey	Liverpool
#9202a8c04000641f8000000013124ce7	1706	John Petty, 1st Earl of Shelburne	
#9202a8c04000641f80000000000804ef	1896-11-16	Oswald Mosley	Burton upon Trent
#9202a8c04000641f800000000468f0ac		Margaret M. Field Hickey	
#9202a8c04000641f80000000099f0512		James Hickey	
#9202a8c04000641f80000000001f93cb	1823	Patrick Kennedy	Dunganstown
#9202a8c04000641f80000000007d3260	1824	Bridget Murphy	
#9202a8c04000641f800000001e625ac0	1891-03-11	Francis Benedict Kennedy	
#9202a8c04000641f8000000000180937	1915-11-09	Sargent Shriver	Westminster
#9202a8c04000641f80000000001da07e	1955-11-06	Maria Shriver	Chicago
#9202a8c04000641f800000000026df78	1959-08-29	Timothy Shriver	Boston
#9202a8c04000641f800000000026df4b	1954-04-28	Robert Sargent Shriver III	Chicago
#9202a8c04000641f800000000026df8f	1965-07-20	Anthony Shriver	Boston
#9202a8c04000641f800000000026df84	1964-02-17	Mark Kennedy Shriver	Washington, D.C.
#9202a8c04000641f8000000000079a76	1929-07-28	Jacqueline Kennedy Onassis	Southampton
#9202a8c04000641f80000000001282a7	1960-11-25	John F. Kennedy, Jr.	Washington, D.C.
#9202a8c04000641f80000000001e9803	1957-11-27	Caroline Kennedy	New York City
#9202a8c04000641f80000000002c3ee7	1963-08-07	Patrick Bouvier Kennedy	
#9202a8c04000641f8000000020310511	1956	Arabella Kennedy	
#9202a8c04000641f8000000000200abf	1923-09-07	Peter Lawford	London
#9202a8c04000641f80000000004c7624	1955-03-29	Christopher Lawford	Santa Monica
#9202a8c04000641f800000001f5a6935	1961	Robin Elizabeth Lawford	
#9202a8c04000641f800000001f5a6943	1958	Victoria Francis Lawford	
#9202a8c04000641f800000001f5a693c	1956	Sydney Maleia Kennedy Lawford	
#9202a8c04000641f800000000025c5a5	1928-04-11	Ethel Skakel Kennedy	Chicago
#9202a8c04000641f80000000001a138a	1955-06-15	David Kennedy	Washington, D.C.
#9202a8c04000641f80000000008d9acd	1959-09-08	Kerry Kennedy	Washington, D.C.
#9202a8c04000641f8000000000291633	1954-01-17	Robert F. Kennedy, Jr.	Washington, D.C.
#9202a8c04000641f800000000029210b	1958-02-27	Michael Kennedy	Washington, D.C.
#9202a8c04000641f800000000029218e	1968-12-12	Rory Kennedy	Washington, D.C.
#9202a8c04000641f80000000003cdfbc	1956	Courtney Kennedy Hill	Boston
#9202a8c04000641f80000000003ce02f	1963-07-04	Christopher George Kennedy	Boston
#9202a8c04000641f80000000003ce05c	1965-01-11	Matthew Maxwell Taylor Kennedy	New York City
#9202a8c04000641f80000000003ce0b8	1967-03-24	Douglas Harriman Kennedy	Washington, D.C.
#9202a8c04000641f80000000002920f5	1952-09-24	Joseph Patrick Kennedy II	Brighton
#9202a8c04000641f800000000026a4b9	1951-07-04	Kathleen Kennedy Townsend	Greenwich
#9202a8c04000641f800000000086fc6d	1927-09-24	Stephen Edward Smith	Brooklyn
#9202a8c04000641f80000000007515d0	1960-09-04	William Kennedy Smith	Brighton
#9202a8c04000641f800000000046ae9a	1936-09-02	Joan Bennett Kennedy	Riverdale
#9202a8c04000641f8000000009d2d0ff	1954-02-26	Victoria Reggie Kennedy	Crowley
#9202a8c04000641f80000000002009c7	1967-07-14	Patrick J. Kennedy	Brighton
#9202a8c04000641f800000000027900a	1961-09-26	Edward Kennedy, Jr.	Boston
#9202a8c04000641f800000000b525fe9	1960-02-27	Kara Kennedy Allen	Bronxville
#9202a8c04000641f80000000046b7284		Mary Agnes Fitzgerald	
#9202a8c04000641f80000000099a3d8f		John Francis Fitzgerald	
#9202a8c04000641f800000001e141243	1906	Eliphalet Nott Potter III	
#9202a8c04000641f800000001e141271		Eliphalet IV	
#9202a8c04000641f800000002086b178		Gale Astaire 	
#9202a8c04000641f8000000000731b5c	1700-04	William Montagu, 2nd Duke of Manchester	
#9202a8c04000641f800000000021a080	1656	Charles Montagu, 1st Duke of Manchester	
#9202a8c04000641f80000000208b9df4		Lady Cynthia Hilda Evelyn Cadogan	
#9202a8c04000641f8000000006b7f700	1891-11-30	Sir Humphrey de Trafford, 4th Baronet	
#9202a8c04000641f80000000208ba64c	1941-11-06	Simon Humphrey Parker Bowles	
#9202a8c04000641f80000000208ba653	1947-11-07	Richard Eustace Parker Bowles	
#9202a8c04000641f80000000208ba65a	1945-06-09	Mary Ann Parker Bowles	
#9202a8c04000641f80000000208ba1a2		Wilma Mary Garnault Bowles	
#9202a8c04000641f80000000208ba1a8		Eustace Parker Bowles	
#9202a8c04000641f800000000004148a	1883-05-18	Walter Gropius	Berlin
#9202a8c04000641f8000000005b004d0	1899-06-08	Jack Pritchard	
#9202a8c04000641f80000000008d2940	1888-04-14	Sigfried Giedion	Prague
#9202a8c04000641f8000000009f832ca		Sybil Mary Sisson	
#9202a8c04000641f8000000009066cb0	1858-05-20	Alexander Faulkner Shand	Bayswater
#9202a8c04000641f8000000009f83182		Augusta Mary Coates	
#9202a8c04000641f80000000002fabbc	1932-02-08	Elspeth Howe, Baroness Howe of Idlicote	
#9202a8c04000641f8000000020647c9d		Lucy Hogg	
#9202a8c04000641f8000000000bd212d	1899-05-18	Ronald Armstrong-Jones	
#9202a8c04000641f8000000007d1c1d3	1979-07-17	Lady Frances von Hofmannsthal	
#9202a8c04000641f80000000001a3400	1970-05-01	Serena Armstrong-Jones, Viscountess Linley	Limerick
#9202a8c04000641f800000000023daa0	1999-07-01	Charles Armstrong-Jones	London
#9202a8c04000641f800000000023dac3	2002-05-14	Margarita Armstrong-Jones	
#9202a8c04000641f80000000001a33c5	1957-04-22	Daniel Chatto	London
#9202a8c04000641f800000000023db02	1996-07-28	Samuel Chatto	
#9202a8c04000641f800000000023db0d	1999-02-05	Arthur Chatto	London
#9202a8c04000641f8000000000de4091	1918-03-18	Timothy Bowes-Lyon, 16th Earl of Strathmore and Kinghorne	Teesdale
#9202a8c04000641f8000000000801afa	1869-07-27	Sidney Buller-Fullerton-Elphinstone, 16th Lord Elphinstone	
#9202a8c04000641f8000000000bc5b47	1925-06-09	Margaret Rhodes	London
#9202a8c04000641f8000000000397898	1919-02-18	Nerissa Bowes-Lyon	
#9202a8c04000641f8000000000397925	1926-07-04	Katherine Bowes-Lyon	
